"series","label","time","fitted"
"veg","Vegetative (V)",50.7381624325898,287801.707720964
"veg","Vegetative (V)",51.7000173283672,287749.331738224
"veg","Vegetative (V)",52.6801063263702,287700.290868238
"veg","Vegetative (V)",53.6787750946255,287654.37242313
"veg","Vegetative (V)",54.6963758540676,287611.377317967
"veg","Vegetative (V)",55.7332675027633,287571.119195916
"veg","Vegetative (V)",56.7898157424917,287533.423610261
"veg","Vegetative (V)",57.8663932077238,287498.127259514
"veg","Vegetative (V)",58.9633795970471,287465.07727209
"veg","Vegetative (V)",60.0811618070819,287434.130537306
"veg","Vegetative (V)",61.2201340689354,287405.153079631
"veg","Vegetative (V)",62.3806980872439,287378.019473372
"veg","Vegetative (V)",63.5632631818498,287352.612295116
"veg","Vegetative (V)",64.7682464321651,287328.821611491
"veg","Vegetative (V)",65.9960728242712,287306.544499915
"veg","Vegetative (V)",67.247175400807,287285.684600195
"veg","Vegetative (V)",68.5219954136998,287266.151694965
"veg","Vegetative (V)",69.8209824797897,287247.861317088
"veg","Vegetative (V)",71.1445947394059,287230.734382275
"veg","Vegetative (V)",72.493299017948,287214.696845275
"veg","Vegetative (V)",73.867570990531,287199.679378134
"veg","Vegetative (V)",75.2678953497511,287185.617069067
"veg","Vegetative (V)",76.694765976633,287172.449140629
"veg","Vegetative (V)",78.1486861148157,287160.118685939
"veg","Vegetative (V)",79.6301685480428,287148.572421789
"veg","Vegetative (V)",81.1397357810161,287137.760457541
"veg","Vegetative (V)",82.6779202236779,287127.63607882
"veg","Vegetative (V)",84.2452643789869,287118.155545024
"veg","Vegetative (V)",85.842321034254,287109.277899786
"veg","Vegetative (V)",87.4696534561049,287100.964793539
"veg","Vegetative (V)",89.1278355891392,287093.180317414
"veg","Vegetative (V)",90.8174522583545,287085.890847749
"veg","Vegetative (V)",92.5390993754094,287079.064900522
"veg","Vegetative (V)",94.2933841487951,287072.672995068
"veg","Vegetative (V)",96.080925297993,287066.6875265
"veg","Vegetative (V)",97.90235327169,287061.082646261
"veg","Vegetative (V)",99.7583104701324,287055.834150302
"veg","Vegetative (V)",101.649451471694,287050.919374377
"veg","Vegetative (V)",103.576443263741,287046.317096027
"veg","Vegetative (V)",105.539965477869,287042.007442801
"veg","Vegetative (V)",107.540710629607,287037.971806335
"veg","Vegetative (V)",109.579384362655,287034.192761893
"veg","Vegetative (V)",111.656705697765,287030.653993049
"veg","Vegetative (V)",113.773407286327,287027.340221158
"veg","Vegetative (V)",115.93023566877,287024.237139317
"veg","Vegetative (V)",118.127951537862,287021.331350538
"veg","Vegetative (V)",120.367330006993,287018.610309858
"veg","Vegetative (V)",122.649160883559,287016.062270126
"veg","Vegetative (V)",124.97424894751,287013.676231254
"veg","Vegetative (V)",127.343414235197,287011.44189269
"veg","Vegetative (V)",129.757492328582,287009.349608919
"veg","Vegetative (V)",132.217334649948,287007.390347796
"veg","Vegetative (V)",134.723808762184,287005.555651528
"veg","Vegetative (V)",137.277798674764,287003.837600151
"veg","Vegetative (V)",139.880205155532,287002.228777309
"veg","Vegetative (V)",142.531946048395,287000.722238237
"veg","Vegetative (V)",145.233956597032,286999.31147976
"veg","Vegetative (V)",147.987189774753,286997.990412207
"veg","Vegetative (V)",150.792616620597,286996.753333124
"veg","Vegetative (V)",153.651226581813,286995.594902634
"veg","Vegetative (V)",156.564027862827,286994.510120394
"veg","Vegetative (V)",159.532047780824,286993.494303993
"veg","Vegetative (V)",162.556333128076,286992.543068738
"veg","Vegetative (V)",165.637950541134,286991.652308722
"veg","Vegetative (V)",168.777986877022,286990.818179099
"veg","Vegetative (V)",171.977549596559,286990.037079476
"veg","Vegetative (V)",175.237767154951,286989.305638376
"veg","Vegetative (V)",178.559789399785,286988.62069868
"veg","Vegetative (V)",181.944787976574,286987.979303997
"veg","Vegetative (V)",185.393956741977,286987.378685899
"veg","Vegetative (V)",188.908512184869,286986.816251972
"veg","Vegetative (V)",192.489693855381,286986.289574621
"veg","Vegetative (V)",196.138764802077,286985.796380597
"veg","Vegetative (V)",199.85701201742,286985.334541177
"veg","Vegetative (V)",203.645746891684,286984.902062975
"veg","Vegetative (V)",207.506305675464,286984.497079342
"veg","Vegetative (V)",211.440049950965,286984.117842305
"veg","Vegetative (V)",215.448367112213,286983.762715016
"veg","Vegetative (V)",219.532670854381,286983.4301647
"veg","Vegetative (V)",223.69440167238,286983.118756025
"veg","Vegetative (V)",227.935027368915,286982.827144916
"veg","Vegetative (V)",232.256043572157,286982.554072743
"veg","Vegetative (V)",236.658974263243,286982.298360902
"veg","Vegetative (V)",241.145372313768,286982.058905715
"veg","Vegetative (V)",245.716820033464,286981.83467367
"veg","Vegetative (V)",250.374929728273,286981.624696966
"veg","Vegetative (V)",255.121344268986,286981.428069325
"veg","Vegetative (V)",259.957737670667,286981.243942089
"veg","Vegetative (V)",264.88581568307,286981.071520553
"veg","Vegetative (V)",269.907316392231,286980.910060535
"veg","Vegetative (V)",275.024010833479,286980.758865164
"veg","Vegetative (V)",280.237703616066,286980.617281875
"veg","Vegetative (V)",285.55023355963,286980.484699585
"veg","Vegetative (V)",290.963474342731,286980.360546065
"veg","Vegetative (V)",296.479335163682,286980.244285462
"veg","Vegetative (V)",302.099761413901,286980.135415993
"veg","Vegetative (V)",307.826735364036,286980.033467771
"veg","Vegetative (V)",313.662276863089,286979.938000786
"veg","Vegetative (V)",319.608444050801,286979.848603001
"veg","Vegetative (V)",325.667334083535,286979.764888572
"veg","Vegetative (V)",331.841083873926,286979.686496183
"veg","Vegetative (V)",338.131870844548,286979.613087495
"veg","Vegetative (V)",344.541913695869,286979.544345673
"veg","Vegetative (V)",351.073473188769,286979.479974025
"veg","Vegetative (V)",357.728852941886,286979.419694725
"veg","Vegetative (V)",364.510400244079,286979.363247603
"veg","Vegetative (V)",371.4205068823,286979.310389035
"veg","Vegetative (V)",378.461609985147,286979.260890883
"veg","Vegetative (V)",385.636192882422,286979.214539512
"veg","Vegetative (V)",392.946785980974,286979.171134868
"veg","Vegetative (V)",400.395967657152,286979.130489619
"veg","Vegetative (V)",407.986365166172,286979.092428338
"veg","Vegetative (V)",415.720655568724,286979.056786753
"veg","Vegetative (V)",423.601566675149,286979.023411035
"veg","Vegetative (V)",431.631878007507,286978.992157133
"veg","Vegetative (V)",439.814421779894,286978.962890157
"veg","Vegetative (V)",448.152083897329,286978.93548379
"veg","Vegetative (V)",456.647804973594,286978.909819746
"veg","Vegetative (V)",465.304581368353,286978.885787259
"veg","Vegetative (V)",474.125466243942,286978.863282606
"veg","Vegetative (V)",483.113570642191,286978.842208655
"veg","Vegetative (V)",492.272064581661,286978.822474453
"veg","Vegetative (V)",501.604178175672,286978.803994825
"veg","Vegetative (V)",511.113202771541,286978.786690016
"veg","Vegetative (V)",520.802492111403,286978.770485335
"veg","Vegetative (V)",530.675463515047,286978.755310846
"veg","Vegetative (V)",540.735599085173,286978.741101054
"veg","Vegetative (V)",550.986446935491,286978.72779463
"veg","Vegetative (V)",561.431622442113,286978.715334144
"veg","Vegetative (V)",572.074809518658,286978.703665816
"veg","Vegetative (V)",582.919761915535,286978.692739286
"veg","Vegetative (V)",593.970304543854,286978.682507396
"veg","Vegetative (V)",605.230334824432,286978.672925984
"veg","Vegetative (V)",616.703824062386,286978.663953696
"veg","Vegetative (V)",628.394818847764,286978.65555181
"veg","Vegetative (V)",640.307442482744,286978.647684062
"veg","Vegetative (V)",652.445896435879,286978.640316495
"veg","Vegetative (V)",664.814461823924,286978.633417312
"veg","Vegetative (V)",677.417500921735,286978.626956734
"veg","Vegetative (V)",690.259458700804,286978.620906879
"veg","Vegetative (V)",703.344864396963,286978.615241635
"veg","Vegetative (V)",716.678333107796,286978.609936551
"veg","Vegetative (V)",730.264567420345,286978.60496873
"veg","Vegetative (V)",744.108359069663,286978.600316732
"veg","Vegetative (V)",758.214590628816,286978.595960478
"veg","Vegetative (V)",772.58823723092,286978.591881167
"veg","Vegetative (V)",787.234368323821,286978.588061193
"veg","Vegetative (V)",802.158149458041,286978.584484068
"veg","Vegetative (V)",817.364844108622,286978.581134354
"veg","Vegetative (V)",832.859815531498,286978.577997593
"veg","Vegetative (V)",848.648528655068,286978.575060248
"veg","Vegetative (V)",864.736552007622,286978.57230964
"veg","Vegetative (V)",881.129559681309,286978.569733898
"veg","Vegetative (V)",897.833333333333,286978.567321906
