"time.h","time","rep","phase","total","spore_obs","veg_naive","spore_est","spore_lo","spore_hi","veg_est","veg_lo","veg_hi"
10268,427.833333333333,"A","equilibrium",1670000,1570000,1e+05,1419419.6536638,1242973.7415755,1586728.0032617,252915.732157731,87284.3800761004,433467.631116431
10268,427.833333333333,"B","equilibrium",2020000,1950000,70000,1780193.41123012,1548786.84336911,1985928.90440056,268101.915281881,83702.4540074784,507759.483907447
10268,427.833333333333,"C","equilibrium",1e+06,850000,150000,839623.328325613,720764.427347714,955851.477261699,199725.927225607,38724.7232692635,428018.952678486
10268,427.833333333333,"D","equilibrium",1050000,1040000,10000,1013532.48500678,898257.628314957,1115359.07723526,147373.301566432,23818.1503118541,343267.20257781
10316,429.833333333333,"A","equilibrium",1480000,1290000,190000,1217329.50089797,1017111.95814613,1380774.85973256,264101.080238585,101247.06167037,470437.726594155
10316,429.833333333333,"B","equilibrium",1750000,1710000,40000,1544469.52412834,1329275.96489189,1745579.02612097,243319.179027351,71593.7434274,471234.85102987
10316,429.833333333333,"C","equilibrium",950000,690000,260000,700226.439604846,583036.307031809,822829.445150544,246263.647568849,53567.1510469676,498527.162141259
10316,429.833333333333,"D","equilibrium",1e+06,860000,140000,857918.365717784,752855.803212757,965406.594202459,187735.904886981,33946.4705468929,411061.757368898
10364,431.833333333333,"A","equilibrium",1520000,1100000,420000,1112088.7888166,926701.793018266,1310483.58356636,404860.256755379,198338.453179296,596272.663929779
10364,431.833333333333,"B","equilibrium",2190000,1550000,640000,1563012.0562032,1308764.86121453,1827042.97636449,591123.76609297,290948.235815049,893388.493793346
10364,431.833333333333,"C","equilibrium",1140000,650000,490000,675505.887525521,560887.692666199,802098.784393349,397588.769025089,137013.292028439,680442.287112326
10364,431.833333333333,"D","equilibrium",1250000,810000,440000,830280.477671989,726200.666378584,948853.667584152,357987.417911268,113464.580490193,628124.831830657
10412,433.833333333333,"A","equilibrium",1540000,1400000,140000,1303760.4672031,1104796.88756222,1487216.87235412,238483.04185424,54239.6850889761,441336.130448259
10412,433.833333333333,"B","equilibrium",1930000,1460000,470000,1452262.58429395,1200852.80360315,1695598.49720784,456867.793938209,189958.085792353,745373.706461827
10412,433.833333333333,"C","equilibrium",840000,680000,160000,683913.7025445,570114.840929563,800857.011565248,196706.307095742,36459.0039898489,425373.274496113
10412,433.833333333333,"D","equilibrium",920000,910000,10000,892945.477247093,782336.558914916,994132.137864718,145083.705989375,23686.2503922,333689.158687845
10460,435.833333333333,"A","equilibrium",2e+06,1800000,2e+05,1660552.72327187,1425382.31592129,1881659.09334202,338586.710813359,114921.888604712,576004.470258843
10460,435.833333333333,"B","equilibrium",3e+06,2600000,4e+05,2506861.72524785,2242202.78873198,2758662.43372301,471295.655934172,195614.352066754,776629.73220825
10460,435.833333333333,"C","equilibrium",1800000,1400000,4e+05,1380605.88497533,1246033.43473205,1501157.51160987,362514.367484942,113843.938840061,642901.498717424
10460,435.833333333333,"D","equilibrium",1600000,1600000,0,1549854.08628868,1417489.83680739,1651964.33456851,151985.553153065,24704.9684622059,353930.95853766
10508,437.833333333333,"A","equilibrium",1740000,1530000,210000,1422783.34151159,1222482.35930534,1607551.83344214,316720.762531702,127924.481710932,521752.000413448
10508,437.833333333333,"B","equilibrium",2460000,2080000,380000,2002631.44939556,1751829.61003574,2242750.69554532,439881.546573672,183451.608059262,726531.068597884
10508,437.833333333333,"C","equilibrium",820000,810000,10000,787549.125978233,665579.642887184,896808.43057779,148587.903234771,24311.7373533893,344858.359885079
10508,437.833333333333,"D","equilibrium",1190000,840000,350000,852202.204519949,747794.107330396,964209.783743494,297392.539467205,75224.4274578173,562663.377271096
10556,439.833333333333,"A","equilibrium",1680000,1100000,580000,1155295.02651696,945002.064547617,1353071.91450783,519340.79368953,311828.951445675,739208.414780742
10556,439.833333333333,"B","equilibrium",2080000,1750000,330000,1681209.12180377,1427133.61118906,1916450.83773051,390321.778214065,144271.034980004,676880.461810917
10556,439.833333333333,"C","equilibrium",880000,660000,220000,670211.724361564,559093.530330461,789729.746428689,223805.64653949,45524.2331596157,461305.617005926
10556,439.833333333333,"D","equilibrium",960000,730000,230000,748127.34385221,647776.194478661,858640.494206433,219755.770154967,45763.8499646608,456860.372348614
10604,441.833333333333,"A","equilibrium",1530000,1220000,310000,1190399.33797255,1006046.87661664,1395199.82524831,338523.072967306,130987.467473368,529648.074464115
10604,441.833333333333,"B","equilibrium",1860000,1950000,-90000,1709222.42060076,1486139.40840989,1915445.50573428,211705.791864066,57984.2579235661,429120.099406826
10604,441.833333333333,"C","equilibrium",940000,780000,160000,775485.068461078,656291.80711802,891078.84275006,201166.737486032,38232.7519237297,435417.961817552
10604,441.833333333333,"D","equilibrium",1170000,1010000,160000,997633.983062362,885976.957929526,1100179.34124588,201424.518660535,38876.207171533,429844.482069368
10652,443.833333333333,"A","equilibrium",1680000,1410000,270000,1368610.68417144,1148911.88198863,1530561.43453388,309982.009694465,146778.512319494,537269.103821341
10652,443.833333333333,"B","equilibrium",1620000,1160000,460000,1183805.06830241,941734.554076999,1412399.30139697,419227.025384216,171422.194983179,699319.4649821
10652,443.833333333333,"C","equilibrium",850000,8e+05,50000,782594.588725868,660794.761996371,895837.904787568,161106.924747356,26198.0157069613,368102.392767766
10652,443.833333333333,"D","equilibrium",9e+05,1030000,-130000,989450.029935188,867558.124351233,1087909.4620668,113625.027370229,16872.1299482156,276840.805186842
10700,445.833333333333,"A","equilibrium",1800000,1180000,620000,1202506.33638227,992588.474290747,1429794.35178666,591913.542309902,355674.951862026,808182.587457176
10700,445.833333333333,"B","equilibrium",1950000,1860000,90000,1704772.81906012,1476269.33622842,1913350.12890677,271555.017947518,84150.8347415704,517049.635630078
10700,445.833333333333,"C","equilibrium",840000,910000,-70000,871846.20829265,742253.099012169,980076.324708378,130790.215774269,20022.5653545062,311400.071055995
10700,445.833333333333,"D","equilibrium",1150000,1200000,-50000,1158827.79422443,1035919.63336872,1256472.12275332,132897.500082017,21246.1273017992,317181.852417275
10748,447.833333333333,"A","equilibrium",1640000,1610000,30000,1429040.01247323,1260530.34894874,1589341.68800451,216065.915434687,65322.7167662699,390302.92794877
10748,447.833333333333,"B","equilibrium",2230000,1850000,380000,1789181.30277883,1531948.08816364,2029666.40850485,424625.16656371,168712.893477159,712737.045848175
10748,447.833333333333,"C","equilibrium",850000,860000,-10000,831729.867715975,707622.529645555,942146.481004471,144641.394583742,23893.7083319681,337255.057315443
10748,447.833333333333,"D","equilibrium",1250000,1e+06,250000,995557.600866844,886429.894552372,1103848.10274178,245028.500321001,55230.825485092,494733.430960805
10796,449.833333333333,"A","equilibrium",1430000,1590000,-160000,1299641.73515748,1137935.32869125,1427689.01454066,143356.49137499,35497.6007558196,299135.087266625
10796,449.833333333333,"B","equilibrium",1820000,1990000,-170000,1708955.90488022,1497415.6450428,1917206.88676939,188316.285032341,51630.6139812796,387132.955452486
10796,449.833333333333,"C","equilibrium",750000,870000,-120000,827507.785067279,699468.166458187,937470.562339326,120420.784688905,18020.4653552866,296700.352100678
10796,449.833333333333,"D","equilibrium",1200000,830000,370000,843272.086332917,738801.295860573,955674.306453836,312376.133676377,88043.9199211222,578975.913597303
10844,451.833333333333,"A","equilibrium",1660000,1060000,6e+05,1143325.16590002,912452.182912095,1345184.36866636,511523.062075336,306329.223307958,752730.135352741
10844,451.833333333333,"B","equilibrium",1820000,1260000,560000,1289643.31189956,1046043.9242861,1532516.9437589,504001.667063843,232718.59650088,795892.13504299
10844,451.833333333333,"C","equilibrium",640000,450000,190000,486819.652899843,385971.428680354,605889.801875237,195985.774762206,37487.8591166978,427024.093499004
10844,451.833333333333,"D","equilibrium",970000,880000,90000,873062.708354158,766826.107941638,977497.848813433,167998.172303968,29276.9973770948,375619.934435774
10892,453.833333333333,"A","equilibrium",1350000,1350000,0,1181072.44518296,1019355.20556795,1314956.49863214,176778.680841102,50264.38889249,337734.023093801
10892,453.833333333333,"B","equilibrium",1580000,1670000,-90000,1443718.42047711,1228259.18031479,1646563.47816874,202194.517019932,55901.9441895309,415728.646620481
10892,453.833333333333,"C","equilibrium",890000,960000,-70000,918815.801781425,786834.280315803,1028598.40967362,132122.180639714,20364.8839999721,319519.287389191
10892,453.833333333333,"D","equilibrium",910000,890000,20000,875724.983146385,766962.938772423,977133.205917662,145675.069256942,23863.6514630742,338022.259746775
10940,455.833333333333,"A","equilibrium",1660000,1390000,270000,1340184.70119505,1115567.16644975,1525465.83716793,318640.157808432,131203.745149565,545288.124214607
10940,455.833333333333,"B","equilibrium",1940000,1940000,0,1747106.68444782,1527143.62655171,1950476.6767228,235917.714474803,69137.9478345315,460932.08132477
10940,455.833333333333,"C","equilibrium",840000,770000,70000,757073.071378807,637861.819162314,870020.370446704,166441.89445022,27022.6525600425,375957.304971878
10940,455.833333333333,"D","equilibrium",1160000,1160000,0,1125812.74318829,1003919.78513963,1224777.00044422,147049.502449686,25013.6396804581,339496.213154635
10988,457.833333333333,"A","equilibrium",1510000,1250000,260000,1202662.63618832,945070.729791241,1388135.01786635,306847.338419846,119261.716096514,566565.00711587
10988,457.833333333333,"B","equilibrium",1810000,1460000,350000,1422276.65527216,1175696.82153199,1650588.74959901,379323.268902288,141272.99268195,657583.13749939
10988,457.833333333333,"C","equilibrium",1190000,570000,620000,608367.92242241,494627.555278771,743912.332184697,497072.944392296,216908.057406096,793939.785278942
10988,457.833333333333,"D","equilibrium",1310000,810000,5e+05,831051.798906543,728354.447929793,949162.734258985,403210.833567144,146259.637839651,681828.571181464
11036,459.833333333333,"A","equilibrium",1540000,1550000,-10000,1352870.40013257,1186328.17453203,1501063.02319505,194010.624530296,57384.073909835,360535.084118651
11036,459.833333333333,"B","equilibrium",1930000,1840000,90000,1683455.84254987,1450565.7212946,1889438.35135018,273063.845118138,87810.1834441261,517031.997867251
11036,459.833333333333,"C","equilibrium",1120000,1020000,1e+05,994504.529559973,865830.152182024,1106929.81395381,185197.273977194,32267.4595925288,405927.482634744
11036,459.833333333333,"D","equilibrium",1220000,1240000,-20000,1199972.0689435,1074700.87266135,1300907.74684984,141522.109102423,22960.1352351267,329885.621957769
11084,461.833333333333,"A","equilibrium",1890000,1650000,240000,1529778.18581492,1348241.77060655,1734035.78893494,358809.466716264,150376.438979062,544910.012097899
11084,461.833333333333,"B","equilibrium",2150000,1720000,430000,1679790.84258393,1430419.64696957,1919989.46172853,451018.188136571,187083.009237188,740916.113546802
11084,461.833333333333,"C","equilibrium",1200000,1040000,160000,1020766.80144775,894041.044142121,1136137.74853526,207340.281623449,40343.811445613,440706.813688479
11084,461.833333333333,"D","equilibrium",1120000,1010000,110000,994566.751028339,882332.23371748,1097061.29837237,180737.107166698,31963.2870947112,398181.538694311
11132,463.833333333333,"A","equilibrium",1870000,1660000,210000,1522309.02277039,1340555.04703243,1732012.17503156,346960.829388259,132945.590395139,531710.395440725
11132,463.833333333333,"B","equilibrium",2450000,2050000,4e+05,1981337.36203176,1729083.34936268,2220099.44987393,448784.286083316,184735.530054657,740088.210798777
11132,463.833333333333,"C","equilibrium",1050000,890000,160000,877583.598896806,755051.977409916,993171.243605411,206880.879983168,39412.7767517178,441757.3666827
11132,463.833333333333,"D","equilibrium",1120000,1020000,1e+05,1002680.8631705,890902.938305381,1104287.97732803,176346.548312113,31248.2419038979,387302.842642346
11180,465.833333333333,"A","equilibrium",1790000,1310000,480000,1300009.49688328,1099684.9935989,1529550.93693019,485269.0571342,250069.802703906,696039.003828927
11180,465.833333333333,"B","equilibrium",2060000,1610000,450000,1582850.34042197,1330854.03023514,1819854.19463168,456594.993588937,196873.621288427,745834.334152918
11180,465.833333333333,"C","equilibrium",970000,760000,210000,762213.04277628,646411.354583866,879669.526183996,222446.735854289,44630.9777692064,463846.04393875
11180,465.833333333333,"D","equilibrium",1290000,1010000,280000,1007049.36055755,899208.677414482,1114477.12398978,262462.40632785,61594.9207772965,515037.997672431
11228,467.833333333333,"A","equilibrium",1530000,1330000,2e+05,1240136.09309732,1048887.27623544,1426953.51408469,290837.887460101,105121.419496153,486718.266705654
11228,467.833333333333,"B","equilibrium",1910000,1750000,160000,1626969.16792947,1388364.00305893,1837549.43254458,298196.889077939,97567.6425593318,556769.61407501
11228,467.833333333333,"C","equilibrium",1080000,1020000,60000,989256.292510588,859711.894725356,1100196.62004481,171066.514404383,29406.9121024187,382336.629501916
11228,467.833333333333,"D","equilibrium",1110000,990000,120000,977282.43833216,868971.769892823,1078911.83968893,181520.771765437,34079.2378952454,397081.289592963
11276,469.833333333333,"A","equilibrium",1380000,1020000,360000,1048919.89455685,854598.717416986,1233965.4303579,329659.044300711,141231.459131013,530946.486045587
11276,469.833333333333,"B","equilibrium",1720000,1470000,250000,1401252.88424324,1166943.0580786,1612517.17532891,325020.181388187,113537.077818152,581961.862438129
11276,469.833333333333,"C","equilibrium",920000,730000,190000,732364.560252401,615221.933019489,852151.112677527,212214.872617603,43181.16780684,453009.515395898
11276,469.833333333333,"D","equilibrium",1150000,980000,170000,971127.161334941,859599.964938356,1078464.70362127,205978.683286679,40184.0782450745,434211.505374266
11324,471.833333333333,"A","equilibrium",1780000,1070000,710000,1129541.86574848,927408.880522996,1330437.70123504,644689.739992242,428957.305865662,854615.189244817
11324,471.833333333333,"B","equilibrium",2320000,1360000,960000,1420817.61236566,1154047.69625671,1690417.00714706,850229.684573092,534367.761519384,1171449.02426919
11324,471.833333333333,"C","equilibrium",1210000,580000,630000,618446.410086897,508184.77327267,751448.047461737,504889.011553876,220369.539770997,801520.958635142
11324,471.833333333333,"D","equilibrium",990000,880000,110000,874577.50739715,768384.863577333,979352.272021,176252.596184848,32041.8830182578,389213.911656679
11372,473.833333333333,"A","equilibrium",1720000,1180000,540000,1205218.31927612,995047.437156726,1427761.91166648,509919.524881382,283048.976448409,726694.022027519
11372,473.833333333333,"B","equilibrium",2080000,1530000,550000,1525992.84689601,1264520.23563487,1773741.56834561,524129.430940482,241322.351526833,826406.559824488
11372,473.833333333333,"C","equilibrium",1110000,990000,120000,966816.769214962,840212.238553826,1080832.52215042,192325.88823006,36157.5292781191,417791.19247176
11372,473.833333333333,"D","equilibrium",1330000,1100000,230000,1088339.18474756,973856.478434191,1197573.95947918,237583.646186011,51861.4675063123,486435.118771486
11420,475.833333333333,"A","equilibrium",1750000,1380000,370000,1335119.88498668,1130762.05211517,1544373.05671537,411630.231849396,194078.325092155,621379.485893906
11420,475.833333333333,"B","equilibrium",1860000,1870000,-10000,1673966.84494104,1449228.19459433,1876817.00509101,230779.986902809,66823.9420356295,453016.853146988
11420,475.833333333333,"C","equilibrium",990000,780000,210000,778888.609234354,661544.242050323,896380.080000373,225679.448230629,46990.6429679434,468227.912874349
11420,475.833333333333,"D","equilibrium",940000,1180000,-240000,1119362.2624263,983124.103349761,1221839.74304513,96843.4943569729,14009.1651976619,244528.630763936
11468,477.833333333333,"A","equilibrium",1570000,1420000,150000,1324911.91228768,1138502.4759242,1487603.22912372,247037.743733581,85960.6783887316,438935.66706315
11468,477.833333333333,"B","equilibrium",2280000,1690000,590000,1677248.19754391,1414113.70290733,1937596.72924855,570080.362698423,278820.681051757,878182.305647344
11468,477.833333333333,"C","equilibrium",1060000,820000,240000,819079.281954954,699805.830416323,938921.347365458,239976.491188055,51063.1191249999,484481.647327501
11468,477.833333333333,"D","equilibrium",1120000,980000,140000,969066.218762821,858287.157327841,1072341.60599514,191584.322941056,34722.8864563229,413534.617392858
11516,479.833333333333,"A","equilibrium",1780000,1450000,330000,1363740.80308976,1082599.32718639,1632671.08005174,413752.827199252,141906.580972605,697905.128727066
11516,479.833333333333,"B","equilibrium",1810000,1990000,-180000,1703529.76073918,1488563.5737527,1911532.2633579,186084.776408323,49958.4681643158,389885.220031929
11516,479.833333333333,"C","equilibrium",1070000,780000,290000,785317.465276119,667482.065039035,908626.387968014,267428.132777044,63364.3742955172,520831.432668294
11516,479.833333333333,"D","equilibrium",1e+06,1030000,-30000,1000654.15537734,884151.10659415,1101947.01602754,137744.12712723,22214.0422077965,326236.485885175
11564,481.833333333333,"A","equilibrium",1090000,920000,170000,903429.716361873,739753.636802951,1034097.33414113,191692.591887345,70115.6598936124,358941.734395133
11564,481.833333333333,"B","equilibrium",1310000,870000,440000,941871.974244426,723705.480368935,1154378.57535159,362120.465552168,136664.039076235,619481.105420998
11564,481.833333333333,"C","equilibrium",1020000,1220000,-2e+05,1149923.67018879,1001510.35979729,1266390.49545712,108595.444562339,15909.0990389831,271336.490089721
11564,481.833333333333,"D","equilibrium",1360000,940000,420000,947991.317647839,839380.89236042,1061467.56794943,353158.729361088,111714.230423074,621732.428118473
11612,483.833333333333,"A","equilibrium",1120000,1030000,90000,956096.158574721,793130.835945164,1087405.92423321,171240.200454464,47878.3536838031,338361.375013614
11612,483.833333333333,"B","equilibrium",1550000,1060000,490000,1102532.12365453,867921.148865828,1330695.76498539,430277.806250408,178911.526140225,707080.431591114
11612,483.833333333333,"C","equilibrium",1250000,1300000,-50000,1246247.53895898,1103395.76507517,1358031.69107294,140381.19121601,21860.1823519537,328993.006897165
11612,483.833333333333,"D","equilibrium",1460000,1330000,130000,1300218.17468523,1175639.67092024,1403178.74573718,195142.595662501,35859.5617342485,420316.086166079
11660,485.833333333333,"A","equilibrium",1610000,790000,820000,924337.871913382,741159.761482321,1134230.27964277,679497.274128548,457500.695989591,873704.379948974
11660,485.833333333333,"B","equilibrium",1270000,1050000,220000,1021006.53587578,810458.075665668,1215203.33265151,271311.945742034,85315.6860952025,509484.696454506
11660,485.833333333333,"C","equilibrium",1420000,1170000,250000,1150572.80795329,1020810.67596927,1266516.99811107,258281.319048563,60501.7343933434,508297.117442561
11660,485.833333333333,"D","equilibrium",1370000,1080000,290000,1072444.8688666,959421.753423343,1179757.85356226,270599.105017328,65704.9072374948,524653.049580414
11708,487.833333333333,"A","equilibrium",1520000,880000,640000,967323.921277422,790536.826142378,1168237.67032841,547554.727575539,334642.582294001,732183.081882945
11708,487.833333333333,"B","equilibrium",1580000,1080000,5e+05,1124107.30393292,892284.244152575,1352404.39145217,436554.580617649,185962.468897017,714504.821403945
11708,487.833333333333,"C","equilibrium",1470000,1170000,3e+05,1153110.5245539,1020460.07789249,1273178.02352764,289977.796327289,71771.2120814776,555663.611761644
11708,487.833333333333,"D","equilibrium",1530000,980000,550000,988247.795774501,879584.376858905,1101334.02903329,455946.100089558,182791.711922196,735696.564143847
11756,489.833333333333,"A","equilibrium",1510000,1210000,3e+05,1169394.57376036,983686.587199623,1358267.18914404,339171.102426803,145101.501941726,533132.670029081
11756,489.833333333333,"B","equilibrium",1680000,9e+05,780000,1014225.57325949,775196.150146415,1259580.38905549,627515.483410533,342866.09444055,923793.238796948
11756,489.833333333333,"C","equilibrium",1180000,1020000,160000,999973.27807895,873663.952574734,1115855.93287322,211617.745452775,39033.043716577,451442.569714322
11756,489.833333333333,"D","equilibrium",1720000,870000,850000,889900.496504736,782207.682715487,1010444.13056482,720835.341079862,423074.911293667,1018635.89719998
11804,491.833333333333,"A","equilibrium",1810000,990000,820000,1064924.45813602,866282.541533443,1283016.53754725,738740.040426763,507373.901539909,946533.66109914
11804,491.833333333333,"B","equilibrium",1690000,1220000,470000,1235980.9924393,994656.298469261,1468177.68357081,435871.121821984,180695.055130848,718460.552638461
11804,491.833333333333,"C","equilibrium",1550000,830000,720000,845302.474347909,725567.740766859,978135.376506381,608177.213453424,308379.303583917,902875.065339731
11804,491.833333333333,"D","equilibrium",1900000,1230000,670000,1224575.42266488,1106252.6436703,1336337.43742116,576026.126775902,290627.924250252,864799.66985365
11852,493.833333333333,"A","equilibrium",1670000,1230000,440000,1214793.06784841,978110.576107584,1419499.97663848,451440.998935126,236170.772675452,694043.302079065
11852,493.833333333333,"B","equilibrium",1550000,970000,580000,1048501.06573593,812195.92854296,1280675.86435576,476170.089916903,215083.983556117,761263.776512539
11852,493.833333333333,"C","equilibrium",1420000,1010000,410000,1006220.082937,881170.758018836,1129819.74062692,355935.036234265,107859.632211427,628911.517769802
11852,493.833333333333,"D","equilibrium",1540000,1170000,370000,1160875.77797583,1045610.02035392,1270017.05988059,325373.053855805,96461.6506069657,589031.247700549
11900,495.833333333333,"A","equilibrium",1590000,1170000,420000,1194409.50284407,981639.103922443,1392888.19404022,392183.504419144,192095.265268543,613938.628895083
11900,495.833333333333,"B","equilibrium",1360000,1030000,330000,1039959.37552139,828356.578344278,1241469.16280947,324241.970886642,114938.795238168,574748.970043222
11900,495.833333333333,"C","equilibrium",1260000,1040000,220000,1023372.66468697,895127.754423669,1138915.10394014,239763.658759097,50690.9701313941,487720.725762542
11900,495.833333333333,"D","equilibrium",1530000,1020000,510000,1023670.18477828,912122.170178948,1138813.00276551,426993.145037381,159436.428336148,713991.628917112
11948,497.833333333333,"A","equilibrium",1490000,1170000,320000,1164312.65914232,972196.385767278,1337152.38111162,324335.93324811,147749.620445013,528107.68187136
11948,497.833333333333,"B","equilibrium",1320000,1130000,190000,1077496.7291892,867864.948372601,1277701.52379066,267809.048066763,83489.6821215659,497042.63841606
11948,497.833333333333,"C","equilibrium",1390000,1140000,250000,1120745.44072861,990654.614571772,1238221.29711858,259128.579444987,57849.878516137,515649.224409649
11948,497.833333333333,"D","equilibrium",1350000,890000,460000,902228.393411334,795886.339441864,1017298.69046523,381307.732578549,129947.791306811,655925.491607602
11996,499.833333333333,"A","equilibrium",1400000,1100000,3e+05,1107105.74367386,892272.600543066,1327790.52843221,292166.082492559,72156.197769378,512295.123335467
11996,499.833333333333,"B","equilibrium",1580000,1e+06,580000,1067818.65839429,826491.260061786,1303453.58531954,487217.864316744,218686.875219032,774307.34044427
11996,499.833333333333,"C","equilibrium",1370000,990000,380000,986176.482187586,861336.076852759,1106967.45000734,334917.926878504,95153.762524145,612133.357493525
11996,499.833333333333,"D","equilibrium",1490000,1110000,380000,1105577.44607813,992983.005316237,1214743.37046771,329702.160423671,94825.676212086,601653.806992209
12044,501.833333333333,"A","equilibrium",1470000,990000,480000,1030231.64806676,849225.20864893,1244344.65867007,436063.152935341,213082.938481066,625328.828661734
12044,501.833333333333,"B","equilibrium",1380000,890000,490000,963650.546663233,733638.668587227,1184453.08601371,403410.461464834,169301.208170765,672312.782444603
12044,501.833333333333,"C","equilibrium",1400000,1170000,230000,1149645.57330649,1020692.72602261,1267159.22124923,245380.556177838,52649.7179313968,495239.015871765
12044,501.833333333333,"D","equilibrium",1520000,1090000,430000,1087765.75380969,973128.814305524,1198951.92157536,368224.429769612,121678.946008439,644700.818212055
12092,503.833333333333,"A","equilibrium",1430000,910000,520000,970268.695591024,787062.332250992,1197626.13807242,456283.898330986,225455.021409011,646877.900501967
12092,503.833333333333,"B","equilibrium",1460000,960000,5e+05,1024112.72239471,795646.579999997,1250306.50079863,418811.123796153,173396.062837844,690452.106421079
12092,503.833333333333,"C","equilibrium",1330000,960000,370000,956477.72910435,831904.339496591,1079372.55643817,327962.036434017,90602.6735384529,599828.114262913
12092,503.833333333333,"D","equilibrium",1270000,1090000,180000,1075178.54204701,961001.302543831,1182402.53311755,212470.345938496,42525.6545653206,446266.540250117
12140,505.833333333333,"A","equilibrium",1420000,830000,590000,929050.078323614,753764.433813399,1140039.43329016,486310.156594952,264898.428726301,669320.996045735
12140,505.833333333333,"B","equilibrium",1760000,750000,1010000,919690.637626347,681421.186794757,1174931.70424347,793744.741622131,489047.907935141,1089651.25214041
12140,505.833333333333,"C","equilibrium",1550000,910000,640000,919183.915496212,799080.396677663,1050563.99462234,540406.12530165,252027.774900374,836317.585661064
12140,505.833333333333,"D","equilibrium",1450000,1180000,270000,1165988.23937211,1051244.11412635,1276148.36881462,264245.260805608,62743.9627220527,520624.698189301
12188,507.833333333333,"A","equilibrium",1520000,860000,660000,995146.118401163,788807.26850225,1168111.80281344,519407.205436102,334864.186278232,735197.216188051
12188,507.833333333333,"B","equilibrium",1620000,1190000,430000,1201648.69403267,968940.388420063,1422195.20923584,406018.39905352,164296.152429244,680852.302571471
12188,507.833333333333,"C","equilibrium",1400000,1070000,330000,1058693.44343862,930850.527404646,1179520.70963936,305190.270389873,80449.3515353324,571320.824051196
12188,507.833333333333,"D","equilibrium",1410000,1260000,150000,1235160.89762901,1117149.36451741,1337868.34011369,202543.407677571,40111.2453908977,432131.646692652
12236,509.833333333333,"A","equilibrium",1470000,1010000,460000,1044175.61733103,841415.539316218,1243345.22137533,422623.404277736,215028.954962099,632372.850627475
12236,509.833333333333,"B","equilibrium",1320000,860000,460000,932326.805142268,716321.106159982,1147710.78918961,379093.976654399,148992.112793011,635966.54489115
12236,509.833333333333,"C","equilibrium",1440000,1020000,420000,1015973.22108611,891202.183015853,1138910.23861777,366412.393447008,116741.290661116,645367.285061664
12236,509.833333333333,"D","equilibrium",1230000,990000,240000,985842.900644837,874127.233378132,1092461.72982036,236704.705273352,51121.9945854829,482948.45327639
12284,511.833333333333,"A","equilibrium",1500000,760000,740000,910918.071009857,708393.522434482,1143091.15425777,583313.751055284,347559.165686625,795136.256502402
12284,511.833333333333,"B","equilibrium",1310000,860000,450000,930044.650771763,712144.909703854,1146835.46999926,372475.832536214,145724.857939765,630585.524866135
12284,511.833333333333,"C","equilibrium",1650000,1040000,610000,1040417.7723839,915521.070990961,1166619.69883728,520947.02007157,240188.004137123,819888.081636641
12284,511.833333333333,"D","equilibrium",1420000,980000,440000,986367.399098445,877611.282188109,1099716.40753987,366139.542803768,118429.854117057,644409.145071809
12332,513.833333333333,"A","equilibrium",1270000,910000,360000,964603.229133402,775111.593584273,1131446.20549589,304430.851131962,132978.113196627,502433.605735401
12332,513.833333333333,"B","equilibrium",1280000,810000,470000,894152.618649655,676154.840904152,1109875.817417,377345.02791613,143015.755162301,639533.000534198
12332,513.833333333333,"C","equilibrium",1230000,1080000,150000,1056027.91703218,925591.019370521,1170797.01936961,206893.247888496,39448.4157701914,439431.73434381
12332,513.833333333333,"D","equilibrium",1490000,860000,630000,879173.129782157,774509.753074283,996749.943920538,519478.70278141,239938.596938309,811802.959099903
12380,515.833333333333,"A","equilibrium",1270000,910000,360000,958250.099581225,788965.86895646,1141980.07124371,310906.792666342,124230.288401073,490007.499872588
12380,515.833333333333,"B","equilibrium",1280000,810000,470000,895866.875120507,675747.83651976,1113681.23063178,376721.696086882,147880.625887008,643061.450518087
12380,515.833333333333,"C","equilibrium",1230000,1080000,150000,1057473.3926409,931309.727102456,1171989.17859669,205281.551390496,40254.2918241065,435768.026990696
12380,515.833333333333,"D","equilibrium",1490000,860000,630000,878776.772190804,772076.481527037,998343.595376708,520033.202423034,243091.123661222,807168.811209742
12428,517.833333333333,"A","equilibrium",1390000,1030000,360000,1068738.92796513,871366.604013823,1235349.78825128,319826.581980684,148463.418526322,524877.545770909
12428,517.833333333333,"B","equilibrium",1200000,770000,430000,857400.443975481,639462.777355665,1063894.82110183,341436.057854709,124362.898575768,591744.75651349
12428,517.833333333333,"C","equilibrium",1470000,780000,690000,798900.177418095,678886.390427914,932563.474085193,576828.793663959,279000.272143777,883922.497565815
12428,517.833333333333,"D","equilibrium",1280000,980000,3e+05,979017.793167509,869893.847441157,1087588.68428465,271741.568693461,67689.1884687003,524583.308549848
12476,519.833333333333,"A","equilibrium",1290000,970000,320000,974783.489814671,784434.340890431,1170370.99897993,315162.453535957,118302.100257715,514289.164797009
12476,519.833333333333,"B","equilibrium",1360000,860000,5e+05,944597.752223003,716583.969125558,1167047.78205218,401525.694819753,161237.262062903,672977.93396447
12476,519.833333333333,"C","equilibrium",1190000,860000,330000,862274.397484523,736236.145587732,986912.188227725,294408.887740309,73518.0803879019,563464.060748519
12476,519.833333333333,"D","equilibrium",1040000,890000,150000,887404.262769382,778954.835248653,991405.809824621,192813.328780382,36559.4026752277,416808.437553901
