"time.h","time","rep","phase","total","spore_obs","veg_naive","spore_est","spore_lo","spore_hi","veg_est","veg_lo","veg_hi"
12524,521.833333333333,"A","equilibrium",1340000,830000,510000,915499.969946359,704298.351877898,1120672.94235126,421200.236298781,208372.640994787,638877.779991463
12524,521.833333333333,"B","equilibrium",1180000,1010000,170000,965808.914627716,764575.190505771,1156571.74714279,248049.157200799,76699.8774126294,477910.429880299
12524,521.833333333333,"C","equilibrium",1350000,1060000,290000,1047101.27229416,918700.098646146,1166092.97454505,280978.760691277,70301.9448550217,543589.855074239
12524,521.833333333333,"D","equilibrium",1400000,1050000,350000,1047663.68364722,937139.2866792,1155731.25216424,307924.63294709,82754.8659199073,571429.039396886
12572,523.833333333333,"A","equilibrium",1190000,1290000,-1e+05,1064635.85943323,929813.790706003,1188407.63579379,138585.37192294,31975.4715003151,275762.887150945
12572,523.833333333333,"B","equilibrium",1410000,1530000,-120000,1301978.9917925,1097293.43523357,1496395.51985147,185555.865142733,50124.2978627047,376967.312607528
12572,523.833333333333,"C","equilibrium",1500000,1290000,210000,1262874.22320299,1131844.52546305,1377816.7989881,240373.672242351,52394.5309241651,489319.139274393
12572,523.833333333333,"D","equilibrium",1330000,1410000,-80000,1357273.07607106,1224465.44149961,1459943.19706235,129806.421343502,19425.262706146,311529.283328239
12620,525.833333333333,"A","equilibrium",1550000,1030000,520000,1095545.18440921,890581.878260559,1300630.68657853,450134.444350871,241089.283728868,661965.533224072
12620,525.833333333333,"B","equilibrium",1430000,920000,510000,991188.190343114,766043.002401849,1211673.25015114,422917.36930781,177799.438521543,689831.783933638
12620,525.833333333333,"C","equilibrium",1360000,910000,450000,912549.388804694,790662.867209389,1036487.80372256,385582.324957081,128807.965304306,667759.96000098
12620,525.833333333333,"D","equilibrium",1750000,960000,790000,973843.665297959,864307.493601959,1095756.07682747,669657.202771632,374204.603971974,962810.270488416
12668,527.833333333333,"A","equilibrium",1150000,1250000,-1e+05,1035464.69273172,896231.462497982,1150647.72327972,128455.286222836,37337.8919233861,270172.124618242
12668,527.833333333333,"B","equilibrium",1330000,1220000,110000,1123349.74359391,912884.157374883,1318282.20823526,243982.169636027,73532.5267076506,466933.129502614
12668,527.833333333333,"C","equilibrium",1360000,1080000,280000,1065253.43767482,932936.94993329,1186205.54853732,274711.640446981,63916.9005600777,536922.233342425
12668,527.833333333333,"D","equilibrium",1350000,930000,420000,938498.827967554,830886.632411256,1055269.50297749,350203.570368664,108566.263638185,622252.838223737
12716,529.833333333333,"A","equilibrium",1390000,1240000,150000,1167670.46722879,977391.134336913,1312660.69274161,225157.402664979,82714.9382953638,423592.723247133
12716,529.833333333333,"B","equilibrium",1730000,880000,850000,1007341.35383631,760230.300173544,1258716.39969469,681291.205817879,385811.538927915,976485.380508493
12716,529.833333333333,"C","equilibrium",1410000,1320000,90000,1281987.78955793,1149657.44316954,1395413.32831784,184945.182362614,33731.572383554,401394.869292191
12716,529.833333333333,"D","equilibrium",1560000,960000,6e+05,970780.721466987,860368.942200799,1087919.86122238,498645.233230969,216424.485173477,784344.382579943
12764,531.833333333333,"A","equilibrium",1280000,1270000,10000,1119348.01690406,958978.73439576,1246205.44996571,169139.072016301,50969.4549365687,335100.247434688
12764,531.833333333333,"B","equilibrium",1230000,1150000,80000,1052206.08342545,848796.644860994,1241670.99226966,223428.179377453,67284.2906628679,437452.733204049
12764,531.833333333333,"C","equilibrium",1790000,1300000,490000,1286577.51026489,1153533.93629296,1410093.17994782,428921.236526412,157535.806998931,723040.842783727
12764,531.833333333333,"D","equilibrium",1580000,1320000,260000,1298796.94050276,1179696.69179106,1404435.8168274,262439.361444406,61432.8429020354,516384.426354539
12812,533.833333333333,"A","equilibrium",1270000,1210000,60000,1090837.31957137,924967.534806259,1227285.40210517,185837.000730683,55569.2249898459,353614.242619929
12812,533.833333333333,"B","equilibrium",910000,1140000,-230000,891354.333893038,703361.206941663,1086853.59660551,143220.242379298,36262.7406629293,305105.327569666
12812,533.833333333333,"C","equilibrium",1680000,1520000,160000,1482094.50344331,1344183.93487099,1598249.68055647,219786.882262991,42676.2366693133,458459.95247369
12812,533.833333333333,"D","equilibrium",1390000,1310000,80000,1276757.60574831,1154085.91094092,1377194.30169647,175892.717197795,31314.7729954066,387915.843848776
12860,535.833333333333,"A","equilibrium",1410000,1220000,190000,1167785.3441779,974748.940843903,1330007.72418287,243986.366678342,82367.6055716368,442547.029889234
12860,535.833333333333,"B","equilibrium",1130000,1150000,-20000,1005602.0154974,812634.842946166,1196349.91385724,193134.538353062,53919.8476589557,385916.612134625
12860,535.833333333333,"C","equilibrium",1500000,1220000,280000,1199675.57017767,1070390.0886502,1317057.37003921,278724.99836969,64891.8226639382,541341.854282295
12860,535.833333333333,"D","equilibrium",1240000,1070000,170000,1056262.95102949,943844.489054304,1159131.27326472,208051.777386497,40803.4772377052,439186.113507038
12908,537.833333333333,"A","equilibrium",1210000,1120000,90000,1036952.48142178,869692.616907863,1163085.38478479,179600.842674294,58598.3410093441,352763.467132717
12908,537.833333333333,"B","equilibrium",1550000,770000,780000,914289.558545516,684563.412910953,1159512.77574783,599898.578732408,321150.635006599,882225.759800327
12908,537.833333333333,"C","equilibrium",1530000,980000,550000,982452.681791203,858171.999104592,1111038.67873383,468227.044504782,189179.980560116,759905.541488637
12908,537.833333333333,"D","equilibrium",1360000,1240000,120000,1213774.33467092,1095298.40611874,1316187.95031537,189293.948200835,36391.9483060844,408057.631779544
12956,539.833333333333,"A","equilibrium",1230000,1030000,2e+05,978599.678884545,818310.641932946,1150192.31768815,254210.213224032,85303.6246840906,417870.129029924
12956,539.833333333333,"B","equilibrium",1390000,1100000,290000,1086190.46433882,872982.146192113,1289563.50910083,312400.54887965,108086.927218207,559008.149648515
12956,539.833333333333,"C","equilibrium",1530000,1240000,290000,1220564.62932517,1088363.14268973,1340094.31447591,284091.679773356,72866.268976545,547970.261698597
12956,539.833333333333,"D","equilibrium",1590000,1420000,170000,1390011.95891707,1270403.685163,1493004.99797609,214797.434956747,44658.4689303101,446737.99475924
13004,541.833333333333,"A","equilibrium",1160000,1140000,20000,988291.933891511,824448.402783188,1131696.49499699,181142.640676057,51019.2960260164,344484.703009625
13004,541.833333333333,"B","equilibrium",1180000,1170000,10000,1035963.71770323,835443.467998423,1224561.33709079,205384.306963654,58845.9879032676,410300.940578047
13004,541.833333333333,"C","equilibrium",1210000,1180000,30000,1140610.67594066,1007074.81931621,1252892.37576239,162897.325573307,27278.1544954544,370851.096507282
13004,541.833333333333,"D","equilibrium",1440000,1260000,180000,1236815.70712137,1117618.72070571,1341600.46985627,216881.078685005,43723.6453139921,449045.762869988
13052,543.833333333333,"A","equilibrium",1240000,860000,380000,936331.825017511,743551.721359231,1106592.39646663,302398.306331215,129515.318685143,501248.021072205
13052,543.833333333333,"B","equilibrium",1290000,890000,4e+05,944666.206485298,729343.721278219,1155470.58708583,343341.356174536,123662.556212496,600047.055797773
13052,543.833333333333,"C","equilibrium",1620000,1450000,170000,1414646.39210115,1279408.9952797,1530072.23264197,222497.282387344,45661.0839683603,464546.496544458
13052,543.833333333333,"D","equilibrium",1570000,1190000,380000,1180095.45372525,1061436.08528563,1289412.38568461,336293.485214971,95895.2107836813,609332.13803827
13100,545.833333333333,"A","equilibrium",1280000,850000,430000,940725.756614269,739402.734056708,1129876.94340897,337365.309063267,144904.514250167,547653.677518652
13100,545.833333333333,"B","equilibrium",1400000,970000,430000,1014672.3179693,789621.947614166,1230840.29969943,378028.828596656,144469.385442787,645926.005116285
13100,545.833333333333,"C","equilibrium",1210000,1060000,150000,1036540.94931716,910797.998003919,1150557.38475072,205719.277991641,39609.852137067,438418.277486693
13100,545.833333333333,"D","equilibrium",1360000,1250000,110000,1221330.82454041,1101069.05956812,1325536.69014703,186227.764343246,33920.0993177901,409128.707745278
13148,547.833333333333,"A","equilibrium",1320000,1040000,280000,1021916.53113996,840308.580548472,1201768.12634869,298298.900099362,119762.714741324,481869.559471759
13148,547.833333333333,"B","equilibrium",1700000,1020000,680000,1104488.83909329,861696.274975588,1356138.60337041,562321.976398341,277928.444332734,857296.995672132
13148,547.833333333333,"C","equilibrium",1430000,1190000,240000,1168960.06510848,1039886.06183098,1286368.23635409,252378.748888131,55640.8162657615,511944.117041574
13148,547.833333333333,"D","equilibrium",1690000,1010000,680000,1018244.81801867,904649.251686865,1135212.61981804,573729.045990921,285924.542150441,864021.63830846
13196,549.833333333333,"A","equilibrium",1300000,1100000,2e+05,1058423.10121285,828276.322222525,1217857.283233,243868.432340827,85333.230401361,474109.557571426
13196,549.833333333333,"B","equilibrium",1900000,1e+06,9e+05,1107936.43985126,859477.766652049,1365262.94806525,747581.80899397,443417.596003988,1052284.43526403
13196,549.833333333333,"C","equilibrium",1900000,9e+05,1e+06,912222.979540525,789929.316553343,1042129.92885851,876180.362609835,570719.775664681,1178143.29753351
13196,549.833333333333,"D","equilibrium",1500000,9e+05,6e+05,914842.627123966,806128.001156965,1033181.44668863,494695.695257818,211463.178089625,784925.059005145
13244,551.833333333333,"A","equilibrium",1530000,970000,560000,1032325.42475138,831676.943622396,1244031.29684605,492856.69855999,267401.988183485,704089.865650656
13244,551.833333333333,"B","equilibrium",1690000,1080000,610000,1146094.58469479,906388.009012301,1391781.60367472,515412.661107147,241657.58932077,804686.217186057
13244,551.833333333333,"C","equilibrium",1410000,980000,430000,978204.567059429,852684.86861009,1105405.99292528,371456.396099634,122990.00780335,652802.142847395
13244,551.833333333333,"D","equilibrium",1190000,960000,230000,956542.430348514,848894.655641636,1063181.77082272,232933.63478887,51425.8074973524,474483.552739129
13292,553.833333333333,"A","equilibrium",1280000,920000,360000,970310.26230632,761532.310699089,1133312.78478293,309053.13752122,141907.664148485,521252.478987017
13292,553.833333333333,"B","equilibrium",1250000,920000,330000,948563.291078174,738060.024044888,1149144.5525286,308954.651316597,106422.863267884,557143.829764079
13292,553.833333333333,"C","equilibrium",1070000,680000,390000,698862.301781441,582167.414507875,823851.398382203,327215.344303546,91152.4381973925,604904.124411105
13292,553.833333333333,"D","equilibrium",1330000,1010000,320000,1007716.82636678,895545.131543774,1118855.09865712,288216.223358155,71496.8412872501,548182.902304768
14108,587.833333333333,"A","equilibrium",1290000,440000,850000,728726.776335742,534157.60831499,954139.983236483,555535.759709321,324694.585596071,760171.890921659
14108,587.833333333333,"B","equilibrium",1500000,550000,950000,777099.671905956,555245.37635565,1022375.89793435,679879.627322934,397268.008959431,961598.503298762
14108,587.833333333333,"C","equilibrium",1410000,570000,840000,612443.240395644,498653.9969927,748945.080225651,695328.0214019,394684.708561687,998407.273116146
14108,587.833333333333,"D","equilibrium",1260000,610000,650000,657179.259803521,558528.22609278,783664.602896362,511703.594357282,233515.159480449,797692.159672515
14156,589.833333333333,"A","equilibrium",1230000,610000,620000,774077.149159279,575499.041788321,970697.507231636,452093.947543832,244115.963845766,659076.132682679
14156,589.833333333333,"B","equilibrium",1190000,690000,5e+05,813029.647909987,600810.016518742,1028921.66708291,369719.367651735,142514.074303037,625391.50800283
14156,589.833333333333,"C","equilibrium",1270000,8e+05,470000,811291.972926188,689639.07257173,937968.01405658,393453.874674438,133376.391525704,681227.134558369
14156,589.833333333333,"D","equilibrium",1210000,670000,540000,707341.05750917,608107.062090807,831334.534352971,423859.586073944,158689.902701334,706167.871575234
14204,591.833333333333,"A","equilibrium",1250000,740000,510000,866855.371469784,651497.140363364,1105844.65870759,380208.59456196,141531.549275105,602158.22073867
14204,591.833333333333,"B","equilibrium",820000,720000,1e+05,701086.592783367,523089.81693364,875790.756223877,188595.329687961,53101.053954438,379461.350649258
14204,591.833333333333,"C","equilibrium",1380000,820000,560000,832814.894100085,711996.969393755,962454.808394552,465902.125302,188748.967480902,761116.261023379
14204,591.833333333333,"D","equilibrium",1290000,840000,450000,857572.894600832,750972.696319992,973289.504973472,366168.79906138,116342.080452216,639469.347196839
14252,593.833333333333,"A","equilibrium",1400000,1020000,380000,1054659.35044197,855479.353697071,1238549.38005184,343271.205747997,153894.182800234,549289.766027832
14252,593.833333333333,"B","equilibrium",1260000,1050000,210000,1017872.26251311,809477.142076819,1214416.7216832,267564.967684829,83413.5315749713,497088.454688261
14252,593.833333333333,"C","equilibrium",1420000,1070000,350000,1060769.05194637,932105.776635043,1183491.39622798,315920.285211674,86840.851476075,583142.960252286
14252,593.833333333333,"D","equilibrium",1300000,1090000,210000,1077450.83476601,963586.345762661,1182396.68580027,224972.064457909,47833.9179659656,464683.162043937
14300,595.833333333333,"A","equilibrium",1460000,1120000,340000,1140215.68534606,929450.580910477,1346054.05253414,318365.576846271,111689.727441234,537243.986975029
14300,595.833333333333,"B","equilibrium",1400000,1240000,160000,1165572.98904669,953331.092250492,1361071.10116076,260708.965074285,83476.4955071615,487862.313649323
